game_title,platform,critic_name,review_text,critic_score,global_metascore
soldier of fortune: payback,playstation-3,PSX Extreme,"I can clearly see a solid game here; it's just that it is really marred by a poor framerate and boring campaign structure. It doesn't offer much value as a single-player game, and with a barren online community, it most certainly doesn't have any multiplayer value to speak of.",61,50
soldier of fortune: payback,playstation-3,IGN,"Soldier of Fortune: Payback has one thing going for it: excessive dismemberment. Everything else is standard stuff for a shooter. Yet, I must admit, that I get a guilty pleasure playing Payback. Though it's not a good game, it's still fun to see body parts fly.",61,50
soldier of fortune: payback,playstation-3,GameZone,"Too flawed and riddled with every first-person shooter cliché out there, Soldier of Fortune: Payback might look good but this is a crude and uninventive shooter hardly worth playing.",60,50
soldier of fortune: payback,playstation-3,GameTrailers,"Soldier of Fortune: Payback is a one-trick pony of blood and guts. And if that’s your thing, you might be able to overlook the generic shooting mechanic, enemy AI that’s cheap and stupid, and dull level design. But we just can’t.",56,50
soldier of fortune: payback,playstation-3,Cheat Code Central,"Stock animation generates the same A.I. moves over and over again. This redundant theme is further exacerbated by the gameplay which, despite changing environments, doesn't differ from mission to mission.",52,50
soldier of fortune: payback,playstation-3,Jolt Online Gaming UK,What we don’t understand is why someone allowed this to soil the reputation of one of the best FPS series of the last generation.,51,50
soldier of fortune: payback,playstation-3,Game Over Online,"For some unknown reason Activision took a pretty respectable franchise (I still play SoF2 from time to time to this day, and it is still installed on my PC), and chucked it in the garbage.",50,50
soldier of fortune: payback,playstation-3,GameSpot,This shooter is a painful exercise in pattern memorization plus frustrating trial-and-error gameplay.,45,50
soldier of fortune: payback,playstation-3,Edge Magazine,"Soldier of Fortune’s damage model is probably its major selling point and, lamentably, the only thing that makes its combat entertaining. [Feb 2008, p.96]",40,50
soldier of fortune: payback,playstation-3,Playstation Official Magazine UK,"Compared to Call of Duty 4's sensitive and intelligent treatment of the same material, Payback is a joyless, hoo-hahing head butt of a videogame. [Feb 2008, p.95]",40,50
soldier of fortune: payback,playstation-3,GameSpy,A thoroughly uninspired piece of hack work that gives you plenty of reasons not to buy it. Pick any one you like and save yourself the sixty bucks.,30,50
soldier of fortune: payback,playstation-3,Eurogamer,"When Soldier of Fortune Payback isn't being generic and shallow, its being utterly crap and thus does nothing to mitigate its gleeful and deliberate xenophobia.",30,50
soldier of fortune: payback,xbox-360,PGNx Media,"Is Soldier of Fortune: Payback a bad game? No, not really. It's a rather enjoyable (if simple) and good looking shooter. It's just that there have been so many amazing playing and looking games in the past few months, that Payback can't compare in comparison.",72,50
soldier of fortune: payback,xbox-360,ZTGD,"If you are a fan of the series and can handle some of the hang-ups found in this latest chapter then by all means snatch it up, I know I could use more people online to play with. However, most FPS gamers looking for the next best thing will find Payback a bit too much on the derivative side to warrant its full price tag.",65,50
soldier of fortune: payback,xbox-360,GamePro,A decent enough game that won't leave much of a lasting impression. It's good if you just want some mindless fun but don't go in expecting anything more because the only payback you'll get is a shot in the foot.,65,50
soldier of fortune: payback,xbox-360,MS Xbox World,"However, the game really does feel like a one trick horse and perhaps relies too heavily on the dismemberment and beheadings rather than more inventive gameplay.",65,50
soldier of fortune: payback,xbox-360,IGN,"Soldier of Fortune: Payback has one thing going for it: excessive dismemberment. Everything else is standard stuff for a shooter. Yet, I must admit, that I get a guilty pleasure playing Payback. Though it's not a good game, it's still fun to see body parts fly.",61,50
soldier of fortune: payback,xbox-360,GameDaily,"The bland story mode, despite whisking you away to numerous locations, features lame brain artificial intelligence, a boring narrative, corny characters and the same point A to point B objectives, making it worth just a few hours of play.",60,50
soldier of fortune: payback,xbox-360,GamesRadar+,"As cliché shooters go, Payback is no ""Black,"" but it's not bad either. If all you're looking for is a predictable, middle-of-the-road shooter - you know, like if you just beat ""Mass Effect"" and want to rent a couple hours of mindless mayhem - you could do better, but you could also do a lot worse.",60,50
soldier of fortune: payback,xbox-360,NTSC-uk,"Soldier of Fortune: Payback is not a bad game, it's just not one with universal appeal.",60,50
soldier of fortune: payback,xbox-360,Planet Xbox 360,"If you are a complete demented whack job, hey, this might be the game for you but for those looking for solid gameplay via both SP and MP, Soldier of Fortune: Payback is not worthy of a rent let alone a $60 purchase.",58,50
soldier of fortune: payback,xbox-360,Gamer 2.0,"In a lot of ways, Payback takes the genre back to basics. It’s just you, a few weapons, and a mission; no squad to command, minimal platforming, and no puzzle-solving.",58,50
soldier of fortune: payback,xbox-360,Game Almighty,"When it all boils down to it, this is nothing more than another straight laced shooter with little to offer people in the value department.",57,50
soldier of fortune: payback,xbox-360,Xbox Achievements,"Soldier of Fortune III: Payback has a wonderful plot. The downside is the bugged single player, the terrible framerate, and the sometimes glitchy audio. The only great part about the game, is the timeless multiplayer which has so much to offer.",57,50
soldier of fortune: payback,xbox-360,GameTrailers,"Soldier of Fortune: Payback is a one-trick pony of blood and guts. And if that’s your thing, you might be able to overlook the generic shooting mechanic, enemy AI that’s cheap and stupid, and dull level design. But we just can’t.",56,50
soldier of fortune: payback,xbox-360,Xbox World 360 Magazine UK,"As bog-standard a shooter as we've ever played, marinated in a gallon of blood.",55,50
soldier of fortune: payback,xbox-360,Games Master UK,"The world's most average shooter, doused in a hundred gallons of blood and gore. [Feb 2008, p.64]",55,50
